entity_id,business_name,business_address,country,business_name_clean,business_address_clean,country_clean,name_core,address_clean,address_numbers,name_tokens,address_tokens,name_length,address_length,name_word_count,address_word_count,name_first_char,name_missing,address_missing,country_missing
S1-151608539,Orchid Renewable Ltd,"House No.26-352, Kadavakollu Bhavanam, Bhuttaipeta, Near E.N.T Hospital, Machilipatanam, Krishna, Andhra Pradesh",India,orchid renewable ltd,house no 26 352 kadavakollu bhavanam bhuttaipeta near e n t hospital machilipatanam krishna andhra pradesh,india,orchid renewable,house no 26 352 kadavakollu bhavanam bhuttaipeta near e n t hospital machilipatanam krishna andhra pradesh,26 352,ltd orchid renewable,26 352 andhra bhavanam bhuttaipeta e hospital house kadavakollu krishna machilipatanam n near no pradesh t,20,106,3,16,o,0,0,0
S1-714672596,Foot & Ankle Patriot Group,"325 Cross Street, Unit LOT 1A, Anderson, IN",US,foot and ankle patriot group,325 cross street unit lot 1a anderson in,us,foot and ankle patriot group,325 cross street unit lot 1a anderson in,325 1,and ankle foot group patriot,1a 325 anderson cross in lot street unit,28,40,5,8,f,0,0,0
S1-134898809,Corner Hypnosis,"26 Stone Street, Unit 3, Beverly, MA",US,corner hypnosis,26 stone street unit 3 beverly ma,us,corner hypnosis,26 stone street unit 3 beverly ma,26 3,corner hypnosis,26 3 beverly ma stone street unit,15,33,2,7,c,0,0,0
S1-500841209,Bautista Properties LLC,"7196 State Route 14, Mcleansboro, IL",US,bautista properties llc,7196 state route 14 mcleansboro il,us,bautista properties,7196 state route 14 mcleansboro il,7196 14,bautista llc properties,14 7196 il mcleansboro route state,23,34,3,6,b,0,0,0
S1-855787505,Blue Steels Limited,"12, Floor 2, Plot-750, 20, Satnam Nagar, Dr G D Marg, Mumbai, Maharashtra",India,blue steels limited,12 floor 2 plot 750 20 satnam nagar dr g d marg mumbai maharashtra,india,blue steels,12 floor 2 plot 750 20 satnam nagar drive g d marg mumbai maharashtra,12 2 750 20,blue limited steels,12 2 20 750 d drive floor g maharashtra marg mumbai nagar plot satnam,19,69,3,14,b,0,0,0
S1-277072715,Shiva Management Private Limited,"D No. 20-6-3/12, Dantuluri Vari Street, Ayodyanagar, Vijayawada (Urban), Krishna, Andhra Pradesh",India,shiva management private limited,d no 20 6 3 12 dantuluri vari street ayodyanagar vijayawada urban krishna andhra pradesh,india,shiva management,d no 20 6 3 12 dantuluri vari street ayodyanagar vijayawada urban krishna andhra pradesh,20 6 3 12,limited management private shiva,12 20 3 6 andhra ayodyanagar d dantuluri krishna no pradesh street urban vari vijayawada,32,88,4,15,s,0,0,0
S1-269656551,Impetus Hotel Public Limited,"Canal Road Wakdai Nagar, Mangaon, Raigarh, Maharashtra",India,impetus hotel public limited,canal road wakdai nagar mangaon raigarh maharashtra,india,impetus hotel public,canal road wakdai nagar mangaon raigarh maharashtra,,hotel impetus limited public,canal maharashtra mangaon nagar raigarh road wakdai,28,51,4,7,i,0,0,0
S1-356020591,Essy Reed Royal Internet LLC,"9889 Kent Street, Elk Grove, CA",US,essy reed royal internet llc,9889 kent street elk grove ca,us,essy reed royal internet,9889 kent street elk grove ca,9889,essy internet llc reed royal,9889 ca elk grove kent street,28,29,5,6,e,0,0,0
S1-627144525,Little Diner Center,"AL, Hodges, 541 117",US,little diner center,al hodges 541 117,us,little diner center,al hodges 541 117,541 117,center diner little,117 541 al hodges,19,17,3,4,l,0,0,0
S1-514155563,Horizon LLC,"2025 Sterigere Street, West Norriton Township, PA",US,horizon llc,2025 sterigere street west norriton township pa,us,horizon,2025 sterigere street west norriton township pa,2025,horizon llc,2025 norriton pa sterigere street township west,11,47,2,7,h,0,0,0
S1-942221484,Healthcare Janki Nutrition Pvt. Ltd.,"Kalasandesh, Bharatkunj - 2, 19/38, Erandwana, Pune, Maharashtra",India,healthcare janki nutrition pvt ltd,kalasandesh bharatkunj 2 19 38 erandwana pune maharashtra,india,healthcare janki nutrition,kalasandesh bharatkunj 2 19 38 erandwana pune maharashtra,2 19 38,healthcare janki ltd nutrition pvt,19 2 38 bharatkunj erandwana kalasandesh maharashtra pune,34,57,5,8,h,0,0,0
S1-966462381,Abhushan & Brothers Co,"Hig 28 1St Floor Indra Nagar, Kanpur, Uttar Pradesh",India,abhushan and brothers co,hig 28 1st floor indra nagar kanpur uttar pradesh,india,abhushan and brothers,hig 28 1st floor indra nagar kanpur uttar pradesh,28 1,abhushan and brothers co,1st 28 floor hig indra kanpur nagar pradesh uttar,24,49,4,9,a,0,0,0
S1-681392030,Care Institute of Technology,"West Bengal, Howrah, 229, Kolkata, Netaji Subhas Chandra Bose Road Vishnu Enclave, 3Rd Floor, Flat No.- 3A, Kolkata",India,care institute of technology,west bengal howrah 229 kolkata netaji subhas chandra bose road vishnu enclave 3rd floor flat no 3a kolkata,india,care institute of technology,west bengal howrah 229 kolkata netaji subhas chandra bose road vishnu enclave 3rd floor flat no 3a kolkata,229 3 3,care institute of technology,229 3a 3rd bengal bose chandra enclave flat floor howrah kolkata kolkata netaji no road subhas vishnu west,28,106,4,18,c,0,0,0
S1-492467148,Cure Bike Shop,"1317 University City Boulevard, Unit APT 5, Blacksburg Town, VA",US,cure bike shop,1317 university city boulevard unit apt 5 blacksburg town va,us,cure bike shop,1317 university city boulevard unit apartment 5 blacksburg town va,1317 5,bike cure shop,1317 5 apartment blacksburg boulevard city town unit university va,14,66,3,10,c,0,0,0
S1-791867209,WG Harbor Worldwide P.C.,"101 Oak Street, Lohrville, IA",US,wg harbor worldwide p c,101 oak street lohrville ia,us,wg harbor worldwide p c,101 oak street lohrville ia,101,c harbor p wg worldwide,101 ia lohrville oak street,23,27,5,5,w,0,0,0
S1-951599976,Unified Green Target LLC,"1037 Cedar Grove Road, Halifax County, VA",US,unified green target llc,1037 cedar grove road halifax county va,us,unified green target,1037 cedar grove road halifax county va,1037,green llc target unified,1037 cedar county grove halifax road va,24,39,4,7,u,0,0,0
S1-315450523,Fleming Global Manufacturing Inc,"2332 Hidden Brook Road, Finksburg, MD",US,fleming global manufacturing inc,2332 hidden brook road finksburg md,us,fleming global manufacturing,2332 hidden brook road finksburg md,2332,fleming global inc manufacturing,2332 brook finksburg hidden md road,32,35,4,6,f,0,0,0
S1-666876590,Ss Systems Limited,"A-1, Malad (West), Mumbai, Maharashtra, 401, Rahul Apartment, Marve Road",India,ss systems limited,a 1 malad west mumbai maharashtra 401 rahul apartment marve road,india,ss systems,a 1 malad west mumbai maharashtra 401 rahul apartment marve road,1 401,limited ss systems,1 401 a apartment maharashtra malad marve mumbai rahul road west,18,64,3,11,s,0,0,0
S1-913301865,Technologies Pratyaksh Finserve Limited,"Village Kurali, Sabhapur Road Tehsil Bilaspur. Block Sadhoura, Tehsil Bilaspur, Yamuna Nagar, Haryana",India,technologies pratyaksh finserve limited,village kurali sabhapur road tehsil bilaspur block sadhoura tehsil bilaspur yamuna nagar haryana,india,technologies pratyaksh finserve,village kurali sabhapur road tehsil bilaspur block sadhoura tehsil bilaspur yamuna nagar haryana,,finserve limited pratyaksh technologies,bilaspur bilaspur block haryana kurali nagar road sabhapur sadhoura tehsil tehsil village yamuna,39,96,4,13,t,0,0,0
S1-216181354,United Consultants Private Limited,"1/522A, Survey No 52, Rajput Associates, Kolkhe, Panvel, Raigarh(Mh), Maharashtra",India,united consultants private limited,1 522a survey no 52 rajput associates kolkhe panvel raigarh mh maharashtra,india,united consultants,1 522a survey no 52 rajput associates kolkhe panvel raigarh mh maharashtra,1 522 52,consultants limited private united,1 52 522a associates kolkhe maharashtra mh no panvel raigarh rajput survey,34,74,4,12,u,0,0,0
S1-454111437,Maa Research Private Limited,"Flat No-702, Sapphire A, Gulmohur Tower, Chiranjeev Vihar, Sector, -6, Ghaziabad, Uttar Pradesh",India,maa research private limited,flat no 702 sapphire a gulmohur tower chiranjeev vihar sector 6 ghaziabad uttar pradesh,india,maa research,flat no 702 sapphire a gulmohur tower chiranjeev vihar sector 6 ghaziabad uttar pradesh,702 6,limited maa private research,6 702 a chiranjeev flat ghaziabad gulmohur no pradesh sapphire sector tower uttar vihar,28,87,4,14,m,0,0,0
S1-960158214,Tinoco Institute of Technology Inc,"27418 Fairway Oaks Drive, Huffman, TX",US,tinoco institute of technology inc,27418 fairway oaks drive huffman tx,us,tinoco institute of technology,27418 fairway oaks drive huffman tx,27418,inc institute of technology tinoco,27418 drive fairway huffman oaks tx,34,35,5,6,t,0,0,0
S1-743171772,Ear Nose & Throat Group of Oberlin,"94 Oberlin Road, Oberlin, OH",US,ear nose and throat group of oberlin,94 oberlin road oberlin oh,us,ear nose and throat group of oberlin,94 oberlin road oberlin oh,94,and ear group nose oberlin of throat,94 oberlin oberlin oh road,36,26,7,5,e,0,0,0
S1-965549055,Wilson Toyo LLC,"120 Lake Drive, Stevensville, MD",US,wilson toyo llc,120 lake drive stevensville md,us,wilson toyo,120 lake drive stevensville md,120,llc toyo wilson,120 drive lake md stevensville,15,30,3,5,w,0,0,0
S1-947119891,Prairie Initiative,"15 Bellview Avenue, Brookhaven, NY",US,prairie initiative,15 bellview avenue brookhaven ny,us,prairie initiative,15 bellview avenue brookhaven ny,15,initiative prairie,15 avenue bellview brookhaven ny,18,32,2,5,p,0,0,0
S1-511561869,JPY Energy Pvt. Ltd.,"109 2 Floor 16 Cross Road, Jp Nagar Phase 4, Dollars, Bangalore South, Bangalore, Karnataka",India,jpy energy pvt ltd,109 2 floor 16 cross road jp nagar phase 4 dollars bangalore south bangalore karnataka,india,jpy energy,109 2 floor 16 cross road jp nagar phase 4 dollars bangalore south bangalore karnataka,109 2 16 4,energy jpy ltd pvt,109 16 2 4 bangalore bangalore cross dollars floor jp karnataka nagar phase road south,18,86,4,15,j,0,0,0
S1-302710833,Kial Weaver Signature Associates Halifax,"NC, 6961 301, Halifax",US,kial weaver signature associates halifax,nc 6961 301 halifax,us,kial weaver signature associates halifax,nc 6961 301 halifax,6961 301,associates halifax kial signature weaver,301 6961 halifax nc,40,19,5,4,k,0,0,0
S1-888660595,Raheja Estates Limited,"Zahid Manzil, Maharashtra, Mumbai, Mumbai City, Plot No.2, Shop No.7, Kkg Marg, Off Juhu Road, Opp Royal Hotel",India,raheja estates limited,zahid manzil maharashtra mumbai mumbai city plot no 2 shop no 7 kkg marg off juhu road opp royal hotel,india,raheja estates,zahid manzil maharashtra mumbai mumbai city plot no 2 shop no 7 kkg marg off juhu road opp royal hotel,2 7,estates limited raheja,2 7 city hotel juhu kkg maharashtra manzil marg mumbai mumbai no no off opp plot road royal shop zahid,22,102,3,20,r,0,0,0
S1-684656443,Green Ventures Ltd,"P. O. Ranasan, Ta. Talod, Ranasan, Sabar Kantha, Gujarat",India,green ventures ltd,p o ranasan ta talod ranasan sabar kantha gujarat,india,green ventures,p o ranasan ta talod ranasan sabar kantha gujarat,,green ltd ventures,gujarat kantha o p ranasan ranasan sabar ta talod,18,49,3,9,g,0,0,0
S1-279914306,Jobst Royal Metal Works LLC,"Grayson, 115 Paradise Hill, KY",US,jobst royal metal works llc,grayson 115 paradise hill ky,us,jobst royal metal works,grayson 115 paradise hill ky,115,jobst llc metal royal works,115 grayson hill ky paradise,27,28,5,5,j,0,0,0
S1-294547159,DBC Agricultural LLC,"18646 Christanna Highway, Brunswick County, VA",US,dbc agricultural llc,18646 christanna highway brunswick county va,us,dbc agricultural,18646 christanna highway brunswick county va,18646,agricultural dbc llc,18646 brunswick christanna county highway va,20,44,3,6,d,0,0,0
S1-208973592,Morgan Ameren Inc,"LA, 266 Enterprise Drive, Houma",US,morgan ameren inc,la 266 enterprise drive houma,us,morgan ameren,la 266 enterprise drive houma,266,ameren inc morgan,266 drive enterprise houma la,17,29,3,5,m,0,0,0
S1-859252896,Rev It Up Ice Cream,"8304 Rolling Hills Drive, Nixa, MO",US,rev it up ice cream,8304 rolling hills drive nixa mo,us,rev it up ice cream,8304 rolling hills drive nixa mo,8304,cream ice it rev up,8304 drive hills mo nixa rolling,19,32,5,6,r,0,0,0
S1-630223771,All International LLP,"Office 105, Flr-1, Sujata Chambers, Abhaychand Gandhi Marg, Mirchi Gully Masjid Stn Man, Dvi, Mumbai, Mumbai City, Maharashtra",India,all international llp,office 105 flr 1 sujata chambers abhaychand gandhi marg mirchi gully masjid stn man dvi mumbai mumbai city maharashtra,india,all international,office 105 flr 1 sujata chambers abhaychand gandhi marg mirchi gully masjid stn man dvi mumbai mumbai city maharashtra,105 1,all international llp,1 105 abhaychand chambers city dvi flr gandhi gully maharashtra man marg masjid mirchi mumbai mumbai office stn sujata,21,118,3,19,a,0,0,0
S1-223600564,Pushpam Institute Corp,"1204, Block-C, Stratum @ Venus Ground, Nr. Jhansi Ki Rani Statue, Nehrunagar, Ahmadabad City, Ahmedabad, Gujarat",India,pushpam institute corp,1204 block c stratum venus ground nr jhansi ki rani statue nehrunagar ahmadabad city ahmedabad gujarat,india,pushpam institute,1204 block c stratum venus ground nr jhansi ki rani statue nehrunagar ahmadabad city ahmedabad gujarat,1204,corp institute pushpam,1204 ahmadabad ahmedabad block c city ground gujarat jhansi ki nehrunagar nr rani statue stratum venus,22,102,3,16,p,0,0,0
S1-72918323,Nguyen Avalanche LLC,"42 Cedar Circle, Crossville, TN",US,nguyen avalanche llc,42 cedar circle crossville tn,us,nguyen avalanche,42 cedar circle crossville tn,42,avalanche llc nguyen,42 cedar circle crossville tn,20,29,3,5,n,0,0,0
