entity_id,business_name,business_address,country,business_name_clean,business_address_clean,country_clean,name_core,address_clean,address_numbers,name_tokens,address_tokens,name_length,address_length,name_word_count,address_word_count,name_first_char,name_missing,address_missing,country_missing
S3-554084947,Palace Vidyalaya,"Plot No.: 3829/3250, Near Metro Pillar No: 234, Kanhaiya Nagar, Tri Nagar, Delhi, New Delhi, दिल्ली",India,palace vidyalaya,plot no 3829 3250 near metro pillar no 234 kanhaiya nagar tri nagar delhi new delhi दिल्ली,india,palace vidyalaya,plot no 3829 3250 near metro pillar no 234 kanhaiya nagar tri nagar delhi new delhi दिल्ली,3829 3250 234,palace vidyalaya,234 3250 3829 delhi delhi kanhaiya metro nagar nagar near new no no pillar plot tri दिल्ली,16,90,2,17,p,0,0,0
S3-315861895,Global Applied,"Tiger Lily Lane, Madison, Indiana",US,global applied,tiger lily lane madison indiana,us,global applied,tiger lily lane madison indiana,,applied global,indiana lane lily madison tiger,14,31,2,5,g,0,0,0
S3-326049086,Integrated  Business Systems,"#111 Frontage Road 2121, Ilfeld, New Mexico",US,integrated business systems,111 frontage road 2121 ilfeld new mexico,us,integrated business systems,111 frontage road 2121 ilfeld new mexico,111 2121,business integrated systems,111 2121 frontage ilfeld mexico new road,27,40,3,7,i,0,0,0
S3-181819854,Cardiology Heartland Cáre Associates #98825,"Tennessee, 607 Fourth St, Columbia",US,cardiology heartland cáre associates 98825,tennessee 607 fourth st columbia,us,cardiology heartland cáre associates 98825,tennessee 607 fourth street columbia,607,98825 associates cardiology cáre heartland,607 columbia fourth street tennessee,42,36,5,5,c,0,0,0
S3-776815069,Sai  Surgical (India) Ltd,"Unit A3, Ugf, Plot No. 17, Satbari Vill., Chattarpur, South West Delhi, DL",India,sai surgical india ltd,unit a3 ugf plot no 17 satbari vill chattarpur south west delhi dl,india,sai surgical india,unit a3 ugf plot no 17 satbari vill chattarpur south west delhi dl,3 17,india ltd sai surgical,17 a3 chattarpur delhi dl no plot satbari south ugf unit vill west,22,66,4,13,s,0,0,0
S3-230314480,MW Management Private  Limited - 2067865001,"Pt No 18, Nagpur, MH",India,mw management private limited 2067865001,pt no 18 nagpur mh,india,mw management 2067865001,pt no 18 nagpur mh,18,2067865001 limited management mw private,18 mh nagpur no pt,40,18,5,5,m,0,0,0
S3-807500071,FERRERO FERRERO DUKE,"1516 Marshall St, Iowa, PMB 2592, Boone",US,ferrero ferrero duke,1516 marshall st iowa pmb 2592 boone,us,ferrero ferrero duke,1516 marshall street iowa pmb 2592 boone,1516 2592,duke ferrero ferrero,1516 2592 boone iowa marshall pmb street,20,40,3,7,f,0,0,0
S3-878295053,Chinglepet Private Limited Center,"4-2, TN, Kanchipuram, Chinglepet",India,chinglepet private limited center,4 2 tn kanchipuram chinglepet,india,chinglepet center,4 2 tn kanchipuram chinglepet,4 2,center chinglepet limited private,2 4 chinglepet kanchipuram tn,33,29,4,5,c,0,0,0
S3-725749046,Modern Center Brothers,"Shop No. 188, 1St Floor, Powai Plaza Cts No. 5, Hiranandani Garden, Powai, Mumbai, Mumbai City, MH",India,modern center brothers,shop no 188 1st floor powai plaza cts no 5 hiranandani garden powai mumbai mumbai city mh,india,modern center brothers,shop no 188 1st floor powai plaza cts no 5 hiranandani garden powai mumbai mumbai city mh,188 1 5,brothers center modern,188 1st 5 city cts floor garden hiranandani mh mumbai mumbai no no plaza powai powai shop,22,89,3,17,m,0,0,0
S3-298996001,Navkar Sons Ltd Center,"No. 562 X/1725, Main Road, Rajgarh Colony, East Delhi, New Delhi, DL",India,navkar sons ltd center,no 562 x 1725 main road rajgarh colony east delhi new delhi dl,india,navkar sons center,no 562 x 1725 main road rajgarh colony east delhi new delhi dl,562 1725,center ltd navkar sons,1725 562 colony delhi delhi dl east main new no rajgarh road x,22,62,4,13,n,0,0,0
S3-32805948,സിൽവർ കൺസൾട്ടൻസി പ്രൈവറ്റ് ലിമിറ്റഡ്,"Ernakulam, KL, 18/479E/3 Peringattil Tower Kangarappady Kakkanad, Ernakulam",India,സിൽവർ കൺസൾട്ടൻസി പ്രൈവറ്റ് ലിമിറ്റഡ്,ernakulam kl 18 479e 3 peringattil tower kangarappady kakkanad ernakulam,india,സിൽവർ കൺസൾട്ടൻസി പ്രൈവറ്റ് ലിമിറ്റഡ്,ernakulam kl 18 479e 3 peringattil tower kangarappady kakkanad ernakulam,18 479 3,കൺസൾട്ടൻസി പ്രൈവറ്റ് ലിമിറ്റഡ് സിൽവർ,18 3 479e ernakulam ernakulam kakkanad kangarappady kl peringattil tower,36,72,4,10,സ,0,0,0
S3-256812623,ब्लू टेक्नोलॉजीज,"MH, East Garo Hills, 2, Swadhin Sadan, C-road, Churchgate, Mumbai City",India,ब्लू टेक्नोलॉजीज,mh east garo hills 2 swadhin sadan c road churchgate mumbai city,india,ब्लू टेक्नोलॉजीज,mh east garo hills 2 swadhin sadan c road churchgate mumbai city,2,टेक्नोलॉजीज ब्लू,2 c churchgate city east garo hills mh mumbai road sadan swadhin,16,64,2,12,ब,0,0,0
S3-822866561,Compher's Auto  Glass,"4301 Broadway Ave, Evansville, Indiana",US,compher s auto glass,4301 broadway ave evansville indiana,us,compher s auto glass,4301 broadway avenue evansville indiana,4301,auto compher glass s,4301 avenue broadway evansville indiana,20,39,4,5,c,0,0,0
S3-726575561,గుజరాత్ Logistics లిమిటెడ్,"H.no 4-0 Flat No. 103, Sai Bhavana Encl Kamala Nagar, Hyderabad, TG",India,గుజరాత్ logistics లిమిటెడ్,h no 4 0 flat no 103 sai bhavana encl kamala nagar hyderabad tg,india,గుజరాత్ logistics లిమిటెడ్,h no 4 0 flat no 103 sai bhavana encl kamala nagar hyderabad tg,4 0 103,logistics గుజరాత్ లిమిటెడ్,0 103 4 bhavana encl flat h hyderabad kamala nagar no no sai tg,26,63,3,14,గ,0,0,0
S3-572363539,Stellar + Brothers Private Ltd,"A-401, Kamlesh Apartment, Sher-e-punjab Colony, Andheri (East), Bombay, Mumbai City, MH",India,stellar brothers private ltd,a 401 kamlesh apartment sher e punjab colony andheri east bombay mumbai city mh,india,stellar brothers,a 401 kamlesh apartment sher e punjab colony andheri east bombay mumbai city mh,401,brothers ltd private stellar,401 a andheri apartment bombay city colony e east kamlesh mh mumbai punjab sher,28,79,4,14,s,0,0,0
S3-551148968,Ear N0se & Throat Regional,"25 Eighth Avenue, Haverhill, Massachusetts",US,ear n0se and throat regional,25 eighth avenue haverhill massachusetts,us,ear n0se and throat regional,25 eighth avenue haverhill massachusetts,25,and ear n0se regional throat,25 avenue eighth haverhill massachusetts,28,40,5,5,e,0,0,0
S3-738829801,"Best Software Innovations,","Edwall, Washington, 29511 Tucker Prairie Rd",US,best software innovations,edwall washington 29511 tucker prairie rd,us,best software innovations,edwall washington 29511 tucker prairie road,29511,best innovations software,29511 edwall prairie road tucker washington,25,43,3,6,b,0,0,0
S3-566665563,Capital-Snow Capital-Snow Corporation,"367 Parkland Way, Chanhassen, Minnesota",US,capital snow capital snow corporation,367 parkland way chanhassen minnesota,us,capital snow capital snow,367 parkland way chanhassen minnesota,367,capital capital corporation snow snow,367 chanhassen minnesota parkland way,37,37,5,5,c,0,0,0
S3-575167920,SAV Holdings,"87, Patna Dairy Project, Haroon Nagar Colony Sector - 1, Patna Sadar, Patna, BR",India,sav holdings,87 patna dairy project haroon nagar colony sector 1 patna sadar patna br,india,sav holdings,87 patna dairy project haroon nagar colony sector 1 patna sadar patna br,87 1,holdings sav,1 87 br colony dairy haroon nagar patna patna patna project sadar sector,12,72,2,13,s,0,0,0
S3-586800406,Mr Om-Consultants Corporation,"F-0017, Eternity Mall Premises Chs Ltd. Near Teen Hath Naka, Lbs Marg, Thane (We, St), Thane, MH",India,mr om consultants corporation,f 0017 eternity mall premises chs ltd near teen hath naka lbs marg thane we st thane mh,india,mr om consultants,f 0017 eternity mall premises chs ltd near teen hath naka lbs marg thane we street thane mh,0017,consultants corporation mr om,0017 chs eternity f hath lbs ltd mall marg mh naka near premises street teen thane thane we,29,91,4,18,m,0,0,0
S3-190231775,Cozy Shop Bike,"Mulberry Dr, NULL, Buckeye, Arizona",US,cozy shop bike,mulberry dr null buckeye arizona,us,cozy shop bike,mulberry drive null buckeye arizona,,bike cozy shop,arizona buckeye drive mulberry null,14,35,3,5,c,0,0,0
S3-323153716,LLC Safe Newbury,"Evening Star Way, Sequim, Washington",US,llc safe newbury,evening star way sequim washington,us,safe newbury,evening star way sequim washington,,llc newbury safe,evening sequim star washington way,16,34,3,5,s,0,0,0
S3-783004558,Shree Sgpeciarity Pvt. Ltd.,"348, Radhna, Inayatpur, Meerut, UP",India,shree sgpeciarity pvt ltd,348 radhna inayatpur meerut up,india,shree sgpeciarity,348 radhna inayatpur meerut up,348,ltd pvt sgpeciarity shree,348 inayatpur meerut radhna up,25,30,4,5,s,0,0,0
S3-159562080,Little Ice Cirhm,"1148- Heritage Ct, FT. Mill, South Carolina",US,little ice cirhm,1148 heritage ct ft mill south carolina,us,little ice cirhm,1148 heritage ct ft mill south carolina,1148,cirhm ice little,1148 carolina ct ft heritage mill south,16,39,3,7,l,0,0,0
S3-397850436,Hmgreen.Com,"603, Thane, Palghar, MH",India,hmgreen com,603 thane palghar mh,india,hmgreen com,603 thane palghar mh,603,com hmgreen,603 mh palghar thane,11,20,2,4,h,0,0,0
S3-244694796,TV Tower Inc.,"Sand Hills Drive, Surprise, Arizona",US,tv tower inc,sand hills drive surprise arizona,us,tv tower,sand hills drive surprise arizona,,inc tower tv,arizona drive hills sand surprise,12,33,3,5,t,0,0,0
S3-755888332,lakshmi medical-mumbai ventures,"Door No 180-B Tanna Residencyveer Savarkar Marg Prabhadevi, Mumbai, MH",India,lakshmi medical mumbai ventures,door no 180 b tanna residencyveer savarkar marg prabhadevi mumbai mh,india,lakshmi medical mumbai ventures,door no 180 b tanna residencyveer savarkar marg prabhadevi mumbai mh,180,lakshmi medical mumbai ventures,180 b door marg mh mumbai no prabhadevi residencyveer savarkar tanna,31,68,4,11,l,0,0,0
S3-875583147,Orthopedic Specialists Of Fort Wht LLC,"3900 Sanguinet Street, Fort Worth, Texas",US,orthopedic specialists of fort wht llc,3900 sanguinet street fort worth texas,us,orthopedic specialists of fort wht,3900 sanguinet street fort worth texas,3900,fort llc of orthopedic specialists wht,3900 fort sanguinet street texas worth,38,38,6,6,o,0,0,0
S3-27936464,erwinsignaturekrakacquisition.com,"817 C-Bar Ranch Trl, Cedar Park Township, Texas",US,erwinsignaturekrakacquisition com,817 c bar ranch trl cedar park township texas,us,erwinsignaturekrakacquisition com,817 c bar ranch trl cedar park township texas,817,com erwinsignaturekrakacquisition,817 bar c cedar park ranch texas township trl,33,45,2,9,e,0,0,0
S3-856590607,Raj Black [Marketing],"No. 707 I-2102 Puneville, Phase-ii, Sr.no. 16P, 17P, 18P, 19P, Pune, Pune City, MH",India,raj black marketing,no 707 i 2102 puneville phase ii sr no 16p 17p 18p 19p pune pune city mh,india,raj black marketing,no 707 i 2102 puneville phase ii sr no 16p 17p 18p 19p pune pune city mh,707 2102 16 17 18 19,black marketing raj,16p 17p 18p 19p 2102 707 city i ii mh no no phase pune pune puneville sr,19,72,3,17,r,0,0,0
S3-314969122,M/s Jd Pvt Ltd Services,"Plot No.48 Pratap Nagar, Jaipur, RJ",India,m s jd pvt ltd services,plot no 48 pratap nagar jaipur rj,india,m s jd services,plot no 48 pratap nagar jaipur rj,48,jd ltd m pvt s services,48 jaipur nagar no plot pratap rj,23,33,6,7,m,0,0,0
S3-92001570,Davis  Acquisition,,US,davis acquisition,,us,davis acquisition,,,acquisition davis,,17,0,2,0,d,0,1,0
S3-397939007,Mitchell Acbdeyg,"Henry Drive, Athens, Alabama",US,mitchell acbdeyg,henry drive athens alabama,us,mitchell acbdeyg,henry drive athens alabama,,acbdeyg mitchell,alabama athens drive henry,16,26,2,4,m,0,0,0
S3-975758507,Secure Secure Cárolina,"3576 Astor Avenue, Columbus, Ohio",US,secure secure cárolina,3576 astor avenue columbus ohio,us,secure secure cárolina,3576 astor avenue columbus ohio,3576,cárolina secure secure,3576 astor avenue columbus ohio,22,31,3,5,s,0,0,0
S3-444450554,Montica LLC Vii,"313 9nd Avenue, Texas, Canyon",US,montica llc vii,313 9nd avenue texas canyon,us,montica vii,313 9nd avenue texas canyon,313 9,llc montica vii,313 9nd avenue canyon texas,15,27,3,5,m,0,0,0
S3-83266577,Clear [Payroll],"02324 Bugle Drive, Chesapeake City, Virginia",US,clear payroll,02324 bugle drive chesapeake city virginia,us,clear payroll,02324 bugle drive chesapeake city virginia,02324,clear payroll,02324 bugle chesapeake city drive virginia,13,42,2,6,c,0,0,0
S3-431610666,Basalt Forefront L.L.C.,"2080 Summerson Rd, Arizona, Kingman",US,basalt forefront l l c,2080 summerson rd arizona kingman,us,basalt forefront l l c,2080 summerson road arizona kingman,2080,basalt c forefront l l,2080 arizona kingman road summerson,22,35,5,5,b,0,0,0
S3-74613320,Royal Mémorial Trust Holdings,"Door No 0521 Trinity No 1/1 4Nd Main Road K H M Block Ganganagar R T, Nagar, Bangalore, ಕರ್ನಾಟಕ",India,royal mémorial trust holdings,door no 0521 trinity no 1 1 4nd main road k h m block ganganagar r t nagar bangalore ಕರ್ನಾಟಕ,india,royal mémorial trust holdings,door no 0521 trinity no 1 1 4nd main road k h m block ganganagar r t nagar bangalore ಕರ್ನಾಟಕ,0521 1 1 4,holdings mémorial royal trust,0521 1 1 4nd bangalore block door ganganagar h k m main nagar no no r road t trinity ಕರ್ನಾಟಕ,29,92,4,20,r,0,0,0
S3-628876983,Snell Cmpleee Glass Corp,"824 1/2 West St, Fl 0, Garden Plain, Kansas",US,snell cmpleee glass corp,824 1 2 west st fl 0 garden plain kansas,us,snell cmpleee glass,824 1 2 west street fl 0 garden plain kansas,824 1 2 0,cmpleee corp glass snell,0 1 2 824 fl garden kansas plain street west,24,44,4,10,s,0,0,0
S3-664253519,The Consultants Karnataka Cotex (Limited),"Plot A-##26 Midc Industrialarea Naveli H Block Pimpri Taluka, Pune, Chinchwad, महाराष्ट्र",India,the consultants karnataka cotex limited,plot a 26 midc industrialarea naveli h block pimpri taluka pune chinchwad महाराष्ट्र,india,the consultants karnataka cotex,plot a 26 midc industrialarea naveli h block pimpri taluka pune chinchwad महाराष्ट्र,26,consultants cotex karnataka limited the,26 a block chinchwad h industrialarea midc naveli pimpri plot pune taluka महाराष्ट्र,39,84,5,13,t,0,0,0
S3-396182476,"Honey Balzer, MD Ltd","07150 Ellicott Rd, PO Box 2843, Lockport, New York",US,honey balzer md ltd,07150 ellicott rd po box 2843 lockport new york,us,honey balzer md,07150 ellicott road po box 2843 lockport new york,07150 2843,balzer honey ltd md,07150 2843 box ellicott lockport new po road york,19,49,4,9,h,0,0,0
S3-188810136,Harbor Foundation  III,"#429 Forest Ave, NULL, Oak Park, Illinois",US,harbor foundation iii,429 forest ave null oak park illinois,us,harbor foundation iii,429 forest avenue null oak park illinois,429,foundation harbor iii,429 avenue forest illinois null oak park,21,40,3,7,h,0,0,0
S3-533193854,Physical Group Precision Therapy,"106 Laurel Ln, Banner Elk, North Carolina",US,physical group precision therapy,106 laurel ln banner elk north carolina,us,physical group precision therapy,106 laurel lane banner elk north carolina,106,group physical precision therapy,106 banner carolina elk lane laurel north,32,41,4,7,p,0,0,0
S3-309601238,Quonex d/b/a M D Herrera Offshore,"1720 Fairmount Avenue, Cincinnati, OH",US,quonex d b a m d herrera offshore,1720 fairmount avenue cincinnati oh,us,quonex d b a m d herrera offshore,1720 fairmount avenue cincinnati oh,1720,a b d d herrera m offshore quonex,1720 avenue cincinnati fairmount oh,33,35,8,5,q,0,0,0
S3-730662073,Ken Hospitalities (India)  Limited,"No 7/501 Gian Nagar, Sonepat, N/A, HR",India,ken hospitalities india limited,no 7 501 gian nagar sonepat n a hr,india,ken hospitalities india,no 7 501 gian nagar sonepat n a hr,7 501,hospitalities india ken limited,501 7 a gian hr n nagar no sonepat,31,34,4,9,k,0,0,0
S3-980949237,Odetta Robinson Oak,"893 Houfek Dr, Lancaster, Ohio",US,odetta robinson oak,893 houfek dr lancaster ohio,us,odetta robinson oak,893 houfek drive lancaster ohio,893,oak odetta robinson,893 drive houfek lancaster ohio,19,31,3,5,o,0,0,0
S3-777257171,Bennett & Mofcno Canary of Liverpoo1 Ltd,"317 3rd St, Liverpool, New York",US,bennett and mofcno canary of liverpoo1 ltd,317 3rd st liverpool new york,us,bennett and mofcno canary of liverpoo1,317 3rd street liverpool new york,317 3,and bennett canary liverpoo1 ltd mofcno of,317 3rd liverpool new street york,42,33,7,6,b,0,0,0
S3-891901989,Private Shivam Projects [Limited],"B-3 Kailash Colony, New Delhi, South Delhi, DL",India,private shivam projects limited,b 3 kailash colony new delhi south delhi dl,india,private shivam projects,b 3 kailash colony new delhi south delhi dl,3,limited private projects shivam,3 b colony delhi delhi dl kailash new south,31,43,4,9,p,0,0,0
S3-660160649,Chavarin Property óf Queensbury LLC,"55 Needle Park Cir, Unit Apartment 2, Queensbury, New York",US,chavarin property óf queensbury llc,55 needle park cir unit apartment 2 queensbury new york,us,chavarin property óf queensbury,55 needle park cir unit apartment 2 queensbury new york,55 2,chavarin llc property queensbury óf,2 55 apartment cir needle new park queensbury unit york,35,55,5,10,c,0,0,0
S3-412197948,#Apexphotonics,"8336 Indian Head Highway, # B2, Fort Washington, Maryland",US,apexphotonics,8336 indian head highway b2 fort washington maryland,us,apexphotonics,8336 indian head highway b2 fort washington maryland,8336 2,apexphotonics,8336 b2 fort head highway indian maryland washington,13,52,1,8,a,0,0,0
S3-51937572,Perine Heritage Family Practice LLC,"5378 Parsons Saint, Pffftown, North Carolina",US,perine heritage family practice llc,5378 parsons saint pffftown north carolina,us,perine heritage family practice,5378 parsons saint pffftown north carolina,5378,family heritage llc perine practice,5378 carolina north parsons pffftown saint,35,42,5,6,p,0,0,0
S3-372045674,Lopez Continental  Arcelormittal Greater,"767 Ocotillo St, Casa Grande, Arizona",US,lopez continental arcelormittal greater,767 ocotillo st casa grande arizona,us,lopez continental arcelormittal greater,767 ocotillo street casa grande arizona,767,arcelormittal continental greater lopez,767 arizona casa grande ocotillo street,39,39,4,6,l,0,0,0
S3-572598570,Cultural Coalition Ltd Association,"187 Robinwood Rd, Waterbury, Connecticut",US,cultural coalition ltd association,187 robinwood rd waterbury connecticut,us,cultural coalition association,187 robinwood road waterbury connecticut,187,association coalition cultural ltd,187 connecticut road robinwood waterbury,34,40,4,5,c,0,0,0
S3-878820114,Jsg Enterprises (Center),"No.009, Pachaiappas College Hostel Road, Egmore Nungambakkam, Chennai, TN",India,jsg enterprises center,no 009 pachaiappas college hostel road egmore nungambakkam chennai tn,india,jsg enterprises center,no 009 pachaiappas college hostel road egmore nungambakkam chennai tn,009,center enterprises jsg,009 chennai college egmore hostel no nungambakkam pachaiappas road tn,22,69,3,10,j,0,0,0
S3-607506773,Mr Chalakudy-+ Partners Private Limited,"Sec 6, Shrikrushna Paradise Apts, MH, Pune, Fl A-105 Pl 73",India,mr chalakudy partners private limited,sec 6 shrikrushna paradise apts mh pune fl a 105 pl 73,india,mr chalakudy partners,sec 6 shrikrushna paradise apts mh pune fl a 105 pl 73,6 105 73,chalakudy limited mr partners private,105 6 73 a apts fl mh paradise pl pune sec shrikrushna,37,54,5,12,m,0,0,0
S3-891585470,Leahy Silver  Acp LP,"104 Tesoro Way, Del Valle, Texas",US,leahy silver acp lp,104 tesoro way del valle texas,us,leahy silver acp,104 tesoro way del valle texas,104,acp leahy lp silver,104 del tesoro texas valle way,19,30,4,6,l,0,0,0
S3-493572667,Edgar Space Inc,"8229 Mulberry Way, Sandy City, Utah",US,edgar space inc,8229 mulberry way sandy city utah,us,edgar space,8229 mulberry way sandy city utah,8229,edgar inc space,8229 city mulberry sandy utah way,15,33,3,6,e,0,0,0
S3-263247365,Private Unique Enterprises Limited,"302, Andheri (West), Mumbai, महाराष्ट्र",India,private unique enterprises limited,302 andheri west mumbai महाराष्ट्र,india,private unique enterprises,302 andheri west mumbai महाराष्ट्र,302,enterprises limited private unique,302 andheri mumbai west महाराष्ट्र,34,34,4,5,p,0,0,0
S3-2701544,NV Pharma,"H.no 81/2, Maragadi, Grama, Acchanahalli Road, Hassan, KA",India,nv pharma,h no 81 2 maragadi grama acchanahalli road hassan ka,india,nv pharma,h no 81 2 maragadi grama acchanahalli road hassan ka,81 2,nv pharma,2 81 acchanahalli grama h hassan ka maragadi no road,9,52,2,10,n,0,0,0
