entity_id,business_name,business_address,country,business_name_clean,business_address_clean,country_clean,name_core,address_clean,address_numbers,name_tokens,address_tokens,name_length,address_length,name_word_count,address_word_count,name_first_char,name_missing,address_missing,country_missing
S2-69394310,heassociates.com,"599 PEASE HILL ROAD, HORICON, NY",US,heassociates com,599 pease hill road horicon ny,us,heassociates com,599 pease hill road horicon ny,599,com heassociates,599 hill horicon ny pease road,16,30,2,6,h,0,0,0
S2-615967906,सन कंस्ट्रक्शंस प्राइवेट लिमिटेड,"43 SUKH SAMRUDDHI, Maharashtra, PUNE REGION, PUNE, BUNGALOW NO. 5, S. NO. 5, VIDISHA SOCIETY, KARVE NAGAR",India,सन कंस्ट्रक्शंस प्राइवेट लिमिटेड,43 sukh samruddhi maharashtra pune region pune bungalow no 5 s no 5 vidisha society karve nagar,india,सन कंस्ट्रक्शंस प्राइवेट लिमिटेड,43 sukh samruddhi maharashtra pune region pune bungalow no 5 s no 5 vidisha society karve nagar,43 5 5,कंस्ट्रक्शंस प्राइवेट लिमिटेड सन,43 5 5 bungalow karve maharashtra nagar no no pune pune region s samruddhi society sukh vidisha,32,95,4,17,स,0,0,0
S2-684635925,Global Developers Medicals Private Limited,"H.NO 008 GOVIND BUILDING OPP.HOTEL VRINDHAVAN AARAY ROAD GOREGAON (EAST), MUMBAI, Maharashtra",India,global developers medicals private limited,h no 008 govind building opp hotel vrindhavan aaray road goregaon east mumbai maharashtra,india,global developers medicals,h no 008 govind building opp hotel vrindhavan aaray road goregaon east mumbai maharashtra,008,developers global limited medicals private,008 aaray building east goregaon govind h hotel maharashtra mumbai no opp road vrindhavan,42,89,5,14,g,0,0,0
S2-868087865,ASSET BUILDING COALITION LLC,"8219 17RD STREET, LAKE STEVENS, WA",US,asset building coalition llc,8219 17rd street lake stevens wa,us,asset building coalition,8219 17rd street lake stevens wa,8219 17,asset building coalition llc,17rd 8219 lake stevens street wa,28,32,4,6,a,0,0,0
S2-795141272,Olszewski Holding Company LLC LLC,"218 SHOAL CREEK, WILLIAMSBURG, VA",US,olszewski holding company llc llc,218 shoal creek williamsburg va,us,olszewski holding,218 shoal creek williamsburg va,218,company holding llc llc olszewski,218 creek shoal va williamsburg,33,31,5,5,o,0,0,0
S2-414418413,CANDY'S-SERVICES,"313 FOXBOROUGH DRIVE, BRUNSWICK, OH",US,candy s services,313 foxborough drive brunswick oh,us,candy s services,313 foxborough drive brunswick oh,313,candy s services,313 brunswick drive foxborough oh,16,33,3,5,c,0,0,0
S2-566688803,रियल मॉडर्न फूड लिमिटेड,"SHP NO. G-4, PLOT NO. 19, SECTOR 42, NERUL, THANE, NAVI MUMBAI, Maharashtra",India,रियल मॉडर्न फूड लिमिटेड,shp no g 4 plot no 19 sector 42 nerul thane navi mumbai maharashtra,india,रियल मॉडर्न फूड लिमिटेड,shp no g 4 plot no 19 sector 42 nerul thane navi mumbai maharashtra,4 19 42,फूड मॉडर्न रियल लिमिटेड,19 4 42 g maharashtra mumbai navi nerul no no plot sector shp thane,23,67,4,14,र,0,0,0
S2-634015823,Crestline Crestline Clean LP,"HIGHWAY 49, ASHLAND CITY, TN",US,crestline crestline clean lp,highway 49 ashland city tn,us,crestline crestline clean,highway 49 ashland city tn,49,clean crestline crestline lp,49 ashland city highway tn,28,26,4,5,c,0,0,0
S2-378707035,Nion,"7100 BRIGHAM ROAD, HENRICO COUNTY, VA",US,nion,7100 brigham road henrico county va,us,nion,7100 brigham road henrico county va,7100,nion,7100 brigham county henrico road va,4,35,1,6,n,0,0,0
S2-953098128,Keystone Odyssey Odyssey LLC,"1418 MEADOWBROOK DR, JOHNSON CITY, TN",US,keystone odyssey odyssey llc,1418 meadowbrook dr johnson city tn,us,keystone odyssey odyssey,1418 meadowbrook drive johnson city tn,1418,keystone llc odyssey odyssey,1418 city drive johnson meadowbrook tn,28,38,4,6,k,0,0,0
S2-526991413,Jones Royal  Bancshares,"61573 FRIENDSHIP LN, CNROE, TX",US,jones royal bancshares,61573 friendship ln cnroe tx,us,jones royal bancshares,61573 friendship lane cnroe tx,61573,bancshares jones royal,61573 cnroe friendship lane tx,22,30,3,5,j,0,0,0
S2-879667609,குளோபல் பிசினஸ் பிரைவேட் லிமிடெட்,"#C-21 - S, AMBATTUR, CHENNAI, Tamil Nadu",India,குளோபல் பிசினஸ் பிரைவேட் லிமிடெட்,c 21 s ambattur chennai tamil nadu,india,குளோபல் பிசினஸ் பிரைவேட் லிமிடெட்,c 21 s ambattur chennai tamil nadu,21,குளோபல் பிசினஸ் பிரைவேட் லிமிடெட்,21 ambattur c chennai nadu s tamil,33,34,4,7,க,0,0,0
S2-202057528,Altitude Retail,"C7 419BONNY BUILDING KATTOOR P O, MALAPPURAM, Kerala",India,altitude retail,c7 419bonny building kattoor p o malappuram kerala,india,altitude retail,c7 419bonny building kattoor p o malappuram kerala,7 419,altitude retail,419bonny building c7 kattoor kerala malappuram o p,15,50,2,8,a,0,0,0
S2-763108962,Core Welfare Society LLP,"PLOT NO Q-17 KH. NO. 48/19 GROUND FLOOR ONLY, FLOOR BLK-Q RAJEEV EXTN VILLAGE KARALA LANDMARK NEAR, DELHI, Delhi",India,core welfare society llp,plot no q 17 kh no 48 19 ground floor only floor blk q rajeev extn village karala landmark near delhi delhi,india,core welfare society,plot no q 17 kh no 48 19 ground floor only floor blk q rajeev extn village karala landmark near delhi delhi,17 48 19,core llp society welfare,17 19 48 blk delhi delhi extn floor floor ground karala kh landmark near no no only plot q q rajeev village,24,107,4,22,c,0,0,0
S2-415733261,Sweet Barbershop (Co),"05131 COPPER MEADOW LN, WEST JORDAN CITY, UT",US,sweet barbershop co,05131 copper meadow ln west jordan city ut,us,sweet barbershop,05131 copper meadow lane west jordan city ut,05131,barbershop co sweet,05131 city copper jordan lane meadow ut west,19,44,3,8,s,0,0,0
S2-294835210,COBALT  (LLC),"NC, CANLER, 110 MEADOWBROOK ACRES",US,cobalt llc,nc canler 110 meadowbrook acres,us,cobalt,nc canler 110 meadowbrook acres,110,cobalt llc,110 acres canler meadowbrook nc,10,31,2,5,c,0,0,0
S2-944853638,Piedmont Complete Chile  L.L.C.,"259 1/2 CAVALIER WAY, BURLINGTON, NC",US,piedmont complete chile l l c,259 1 2 cavalier way burlington nc,us,piedmont complete chile l l c,259 1 2 cavalier way burlington nc,259 1 2,c chile complete l l piedmont,1 2 259 burlington cavalier nc way,29,34,6,7,p,0,0,0
S2-235039028,Empire School of Medicine,"0477 MELISSA COURT, GAHANNA, OH",US,empire school of medicine,0477 melissa court gahanna oh,us,empire school of medicine,0477 melissa court gahanna oh,0477,empire medicine of school,0477 court gahanna melissa oh,25,29,4,5,e,0,0,0
S2-783158461,Animal Welfare Nétwork,"260 CADILLAC DR, SACRAMENTO, CA",US,animal welfare nétwork,260 cadillac dr sacramento ca,us,animal welfare nétwork,260 cadillac drive sacramento ca,260,animal nétwork welfare,260 ca cadillac drive sacramento,22,32,3,5,a,0,0,0
S2-669879950,"Hail, Harris & Roberts Inc","8 WENTWORTH AVE, STOUGHTON, MA",US,hail harris and roberts inc,8 wentworth ave stoughton ma,us,hail harris and roberts,8 wentworth avenue stoughton ma,8,and hail harris inc roberts,8 avenue ma stoughton wentworth,27,31,5,5,h,0,0,0
S2-673704658,Behavioral Health Anchor Care,"1715-1719 Orchard Blossom Drive, CITY OF APPLETON, WI",US,behavioral health anchor care,1715 1719 orchard blossom drive city of appleton wi,us,behavioral health anchor care,1715 1719 orchard blossom drive city of appleton wi,1715 1719,anchor behavioral care health,1715 1719 appleton blossom city drive of orchard wi,29,51,4,9,b,0,0,0
S2-133664209,Bay Bdc Co,"DC, WASHINGTON, 2117 F STREET",US,bay bdc co,dc washington 2117 f street,us,bay bdc,dc washington 2117 f street,2117,bay bdc co,2117 dc f street washington,10,27,3,5,b,0,0,0
S2-49714549,CLASSIC [TECHNOLOGIES],"Rajasthan, HN G-103 113, VRINDAVAN VIHAR, DCM, AJMER ROAD, JAIPUR",India,classic technologies,rajasthan hn g 103 113 vrindavan vihar dcm ajmer road jaipur,india,classic technologies,rajasthan hn g 103 113 vrindavan vihar dcm ajmer road jaipur,103 113,classic technologies,103 113 ajmer dcm g hn jaipur rajasthan road vihar vrindavan,20,60,2,11,c,0,0,0
S2-401480583,Division of Sanitation,"IN, 2178 WILLOW LANE, PERU",US,division of sanitation,in 2178 willow lane peru,us,division of sanitation,in 2178 willow lane peru,2178,division of sanitation,2178 in lane peru willow,22,24,3,5,d,0,0,0
S2-54307441,LLC METRO COALTIMN,"SAVORY LANE, FELTON, DE",US,llc metro coaltimn,savory lane felton de,us,metro coaltimn,savory lane felton de,,coaltimn llc metro,de felton lane savory,18,21,3,4,m,0,0,0
S2-91305348,Swastik Impex Private Ltd,"8-2-595/3/8A-8B, EDEN GARDENS, ROAD NO.10, KHAIRATABAD, Telangana",India,swastik impex private ltd,8 2 595 3 8a 8b eden gardens road no 10 khairatabad telangana,india,swastik impex,8 2 595 3 8a 8b eden gardens road no 10 khairatabad telangana,8 2 595 3 8 8 10,impex ltd private swastik,10 2 3 595 8 8a 8b eden gardens khairatabad no road telangana,25,61,4,13,s,0,0,0
S2-73037424,Eye Valley Medicine Incorporated,"39 MAIN STREET, SAVONA, NY",US,eye valley medicine incorporated,39 main street savona ny,us,eye valley medicine,39 main street savona ny,39,eye incorporated medicine valley,39 main ny savona street,32,24,4,5,e,0,0,0
S2-332014708,Direct Acadia Inc,"CURTIS STREET, TOLEDO, OH",US,direct acadia inc,curtis street toledo oh,us,direct acadia,curtis street toledo oh,,acadia direct inc,curtis oh street toledo,17,23,3,4,d,0,0,0
S2-40574852,TATAA BEST AGRICULTURE,"1225  GUMWOOD DRIVE, OH, PLEASANT TWP",US,tataa best agriculture,1225 gumwood drive oh pleasant twp,us,tataa best agriculture,1225 gumwood drive oh pleasant twp,1225,agriculture best tataa,1225 drive gumwood oh pleasant twp,22,34,3,6,t,0,0,0
S2-836840386,[INCORPORATED] PEAK TRADIN6 NETWORKS SOUTHSIDE,"2062  SMITH HOLLOW RD, BLAINE, TN",US,incorporated peak tradin6 networks southside,2062 smith hollow rd blaine tn,us,peak tradin6 networks southside,2062 smith hollow road blaine tn,2062,incorporated networks peak southside tradin6,2062 blaine hollow road smith tn,44,32,5,6,p,0,0,0
S2-208005980,Solstice LLC,"303 MCCORD ROAD, ROUNDUP, MT",US,solstice llc,303 mccord road roundup mt,us,solstice,303 mccord road roundup mt,303,llc solstice,303 mccord mt road roundup,12,26,2,5,s,0,0,0
S2-978126813,Private Ambernath Sólar Limited,"PLOT NO B-78/1, ADDITIONAL MIDC ANAND NAGAR, AMBERNATH EAST, THANE, महाराष्ट्र",India,private ambernath sólar limited,plot no b 78 1 additional midc anand nagar ambernath east thane महाराष्ट्र,india,private ambernath sólar,plot no b 78 1 additional midc anand nagar ambernath east thane महाराष्ट्र,78 1,ambernath limited private sólar,1 78 additional ambernath anand b east midc nagar no plot thane महाराष्ट्र,31,74,4,13,p,0,0,0
S2-257885603,Apex Preferred Strategy  Inc,"2467 EDDINS ROAD, DOTHAN, AL",US,apex preferred strategy inc,2467 eddins road dothan al,us,apex preferred strategy,2467 eddins road dothan al,2467,apex inc preferred strategy,2467 al dothan eddins road,27,26,4,5,a,0,0,0
S2-428899461,Roopant Pvt Ltd Partners,"HN 247 A/109, MINI MARKET CO-OP. HSG. SOCIETY LTD., FIRST FLOOR, B. P. ROAD, BHAYANDER (E), THANE, Maharashtra",India,roopant pvt ltd partners,hn 247 a 109 mini market co op hsg society ltd first floor b p road bhayander e thane maharashtra,india,roopant partners,hn 247 a 109 mini market co op hsg society ltd first floor b p road bhayander e thane maharashtra,247 109,ltd partners pvt roopant,109 247 a b bhayander co e first floor hn hsg ltd maharashtra market mini op p road society thane,24,97,4,20,r,0,0,0
S2-125007797,"Doolittle, Hasvey and Hardy","2017 COBBLESTONE DRIVE, COLOGNE, MN",US,doolittle hasvey and hardy,2017 cobblestone drive cologne mn,us,doolittle hasvey and hardy,2017 cobblestone drive cologne mn,2017,and doolittle hardy hasvey,2017 cobblestone cologne drive mn,26,33,4,5,d,0,0,0
S2-647437327,G-P Starkey Motor,"7336 MAITLAND LN, CHARLOTTE, NC",US,g p starkey motor,7336 maitland ln charlotte nc,us,g p starkey motor,7336 maitland lane charlotte nc,7336,g motor p starkey,7336 charlotte lane maitland nc,17,31,4,5,g,0,0,0
S2-838526909,Highland Arc Inc.,"WA, FEDERAL WAY, ##2326 341ND PLACE",US,highland arc inc,wa federal way 2326 341nd place,us,highland arc,wa federal way 2326 341nd place,2326 341,arc highland inc,2326 341nd federal place wa way,16,31,3,6,h,0,0,0
S2-912941112,JEN ELWOOD ART5 CENTER,"145 CR 2729, MICO CCDP, TX",US,jen elwood art5 center,145 cr 2729 mico ccdp tx,us,jen elwood art5 center,145 cr 2729 mico ccdp tx,145 2729,art5 center elwood jen,145 2729 ccdp cr mico tx,22,24,4,6,j,0,0,0
S2-511731036,Vantageavigild,"067 PRODUCTION CT, NULL, INDEPENDENCE, KY",US,vantageavigild,067 production ct null independence ky,us,vantageavigild,067 production ct null independence ky,067,vantageavigild,067 ct independence ky null production,14,38,1,6,v,0,0,0
S2-653150968,prprivate.com,"ROYAL ARCHID SECOND FLOR, GITGUJARI 4/8 CORNER, RAJKOT, Gujarat",India,prprivate com,royal archid second flor gitgujari 4 8 corner rajkot gujarat,india,prprivate com,royal archid second flor gitgujari 4 8 corner rajkot gujarat,4 8,com prprivate,4 8 archid corner flor gitgujari gujarat rajkot royal second,13,60,2,10,p,0,0,0
S2-349287094,TAMANNA and  BROTHERS PRIVATE LIMITED,"F NO. 22 GOLDEN PEAK CHSL, 6TH FLOOR, AMBEDKAR ROAD, MUMBAI, Maharashtra",India,tamanna and brothers private limited,f no 22 golden peak chsl 6th floor ambedkar road mumbai maharashtra,india,tamanna and brothers,f no 22 golden peak chsl 6th floor ambedkar road mumbai maharashtra,22 6,and brothers limited private tamanna,22 6th ambedkar chsl f floor golden maharashtra mumbai no peak road,36,67,5,12,t,0,0,0
S2-348280942,શક્તિ અર્બન પ્રોડક્ટ્સ પ્રાઇવેટ લિમિટેડ,"SHOP NO.F107 AND F106, FIRST FLOOR SOHAM RESICOM, VADODARA, KALALI, Gujarat",India,શક્તિ અર્બન પ્રોડક્ટ્સ પ્રાઇવેટ લિમિટેડ,shop no f107 and f106 first floor soham resicom vadodara kalali gujarat,india,શક્તિ અર્બન પ્રોડક્ટ્સ પ્રાઇવેટ લિમિટેડ,shop no f107 and f106 first floor soham resicom vadodara kalali gujarat,107 106,અર્બન પ્રાઇવેટ પ્રોડક્ટ્સ લિમિટેડ શક્તિ,and f106 f107 first floor gujarat kalali no resicom shop soham vadodara,39,71,5,12,શ,0,0,0
S2-129228958,Autism Assistance Network Corp,"TX, 1410 MAIN BLVD, BROWNWOOD",US,autism assistance network corp,tx 1410 main blvd brownwood,us,autism assistance network,tx 1410 main boulevard brownwood,1410,assistance autism corp network,1410 boulevard brownwood main tx,30,32,4,5,a,0,0,0
S2-187379771,"Guerra And Krueger Table, LLC",,US,guerra and krueger table llc,,us,guerra and krueger table,,,and guerra krueger llc table,,28,0,5,0,g,0,1,0
S2-316755660,Beacon Realty Industries-Corp,"2724 CANTON DR, FT WORTH, TX",US,beacon realty industries corp,2724 canton dr ft worth tx,us,beacon realty industries,2724 canton drive ft worth tx,2724,beacon corp industries realty,2724 canton drive ft tx worth,29,29,4,6,b,0,0,0
S2-163588551,Radiant Marbles  Private,"NO 23 GANESH PETH, OFF-NO 107, FLOOR -1, KAK, PUNE CITY, Maharashtra",India,radiant marbles private,no 23 ganesh peth off no 107 floor 1 kak pune city maharashtra,india,radiant marbles private,no 23 ganesh peth off no 107 floor 1 kak pune city maharashtra,23 107 1,marbles private radiant,1 107 23 city floor ganesh kak maharashtra no no off peth pune,23,62,3,13,r,0,0,0
S2-102309877,palani kripa private limited,"NO. 04 , 10TH MAIN 4 E BLOCK, RAJAJINAGAR, BANGALORE, Karnataka",India,palani kripa private limited,no 04 10th main 4 e block rajajinagar bangalore karnataka,india,palani kripa,no 04 10th main 4 e block rajajinagar bangalore karnataka,04 10 4,kripa limited palani private,04 10th 4 bangalore block e karnataka main no rajajinagar,28,57,4,10,p,0,0,0
S2-423519674,agrosheronhotels.com,"BENTA CHOWK, DARBHANGA, Bihar",India,agrosheronhotels com,benta chowk darbhanga bihar,india,agrosheronhotels com,benta chowk darbhanga bihar,,agrosheronhotels com,benta bihar chowk darbhanga,20,27,2,4,a,0,0,0
S2-224839523,Great Estate Private Ltd,"H.NO 13 C/O:MADAN MOHAN JHA, S/O:SH AKHILESH JHA 166-A, KALYAN NAGAR, HAJYAWALA SANGANEER, JAIPUR, राजस्थान",India,great estate private ltd,h no 13 c o madan mohan jha s o sh akhilesh jha 166 a kalyan nagar hajyawala sanganeer jaipur राजस्थान,india,great estate,h no 13 c o madan mohan jha s o sh akhilesh jha 166 a kalyan nagar hajyawala sanganeer jaipur राजस्थान,13 166,estate great ltd private,13 166 a akhilesh c h hajyawala jaipur jha jha kalyan madan mohan nagar no o o s sanganeer sh राजस्थान,24,102,4,21,g,0,0,0
S2-223038034,SWAYAMBHU BROTHERS LLP,"HOUSE NO 6-1-635/A, KHAIRTABAD, HYDERABAD, Telangana",India,swayambhu brothers llp,house no 6 1 635 a khairtabad hyderabad telangana,india,swayambhu brothers,house no 6 1 635 a khairtabad hyderabad telangana,6 1 635,brothers llp swayambhu,1 6 635 a house hyderabad khairtabad no telangana,22,49,3,9,s,0,0,0
S2-64510343,अल्फा अल टेक्नोलॉजीज प्राइवेट लिमिटेड,"NO 990 C-2 GREATER KAILASH ENCLAVE PART-II, NEW DELHI, SOUTH DELHI, Delhi",India,अल्फा अल टेक्नोलॉजीज प्राइवेट लिमिटेड,no 990 c 2 greater kailash enclave part ii new delhi south delhi delhi,india,अल्फा अल टेक्नोलॉजीज प्राइवेट लिमिटेड,no 990 c 2 greater kailash enclave part ii new delhi south delhi delhi,990 2,अल अल्फा टेक्नोलॉजीज प्राइवेट लिमिटेड,2 990 c delhi delhi delhi enclave greater ii kailash new no part south,37,70,5,14,अ,0,0,0
S2-457500956,Pediatric Dentistry Crystal Care Incorporated,"##6806 ROBIN DR, WY, GILLETTE CITY",US,pediatric dentistry crystal care incorporated,6806 robin dr wy gillette city,us,pediatric dentistry crystal care,6806 robin drive wy gillette city,6806,care crystal dentistry incorporated pediatric,6806 city drive gillette robin wy,45,33,5,6,p,0,0,0
S2-956811797,americancoalition.com,"1805 WESTERN RESERVE ROAD, YOUNGSTOWN, OH",US,americancoalition com,1805 western reserve road youngstown oh,us,americancoalition com,1805 western reserve road youngstown oh,1805,americancoalition com,1805 oh reserve road western youngstown,21,39,2,6,a,0,0,0
S2-631299191,ग्लोबल इन्वेस्टमेंट प्रा. लि.,"PLOT NO. ##74, SECOND FLOOR ZONE-2, M.P. NAGAR, BHOPAL, मध्य प्रदेश",India,ग्लोबल इन्वेस्टमेंट प्रा लि,plot no 74 second floor zone 2 m p nagar bhopal मध्य प्रदेश,india,ग्लोबल इन्वेस्टमेंट प्रा लि,plot no 74 second floor zone 2 m p nagar bhopal मध्य प्रदेश,74 2,इन्वेस्टमेंट ग्लोबल प्रा लि,2 74 bhopal floor m nagar no p plot second zone प्रदेश मध्य,27,59,4,13,ग,0,0,0
S2-867614780,FIRST COMMUNITY CHURCH CARE,"3006 NORTHWEST HIGHWAY, DALLAS, TX",US,first community church care,3006 northwest highway dallas tx,us,first community church care,3006 northwest highway dallas tx,3006,care church community first,3006 dallas highway northwest tx,27,32,4,5,f,0,0,0
S2-982496654,THE SPICEWOOD-HOMES,"22120 1/2 COYOTE CAVE TRL, null, SPICEWOOD, TX",US,the spicewood homes,22120 1 2 coyote cave trl null spicewood tx,us,the spicewood homes,22120 1 2 coyote cave trl null spicewood tx,22120 1 2,homes spicewood the,1 2 22120 cave coyote null spicewood trl tx,19,43,3,9,t,0,0,0
S2-44100844,Sree  Ventures,"#77-1-2 GANDHIPURAM-3 NEAR, PRIYANKA RESTAURANT, RAJAHMUNDRY (URBAN), Andhra Pradesh",India,sree ventures,77 1 2 gandhipuram 3 near priyanka restaurant rajahmundry urban andhra pradesh,india,sree ventures,77 1 2 gandhipuram 3 near priyanka restaurant rajahmundry urban andhra pradesh,77 1 2 3,sree ventures,1 2 3 77 andhra gandhipuram near pradesh priyanka rajahmundry restaurant urban,13,78,2,12,s,0,0,0
S2-54720637,MT,"25 PALMER SAINT, FALL RIVER, MA",US,mt,25 palmer saint fall river ma,us,mt,25 palmer saint fall river ma,25,mt,25 fall ma palmer river saint,2,29,1,6,m,0,0,0
S2-168770832,Dubey Media (Ltd),"701, VISHNU CHANDRA SKY, R A KIDWAI ROAD, WADALA WEST, MUMBAI, Maharashtra",India,dubey media ltd,701 vishnu chandra sky r a kidwai road wadala west mumbai maharashtra,india,dubey media,701 vishnu chandra sky r a kidwai road wadala west mumbai maharashtra,701,dubey ltd media,701 a chandra kidwai maharashtra mumbai r road sky vishnu wadala west,15,69,3,12,d,0,0,0
S2-751730544,L E Pierce Cal [PC],,US,l e pierce cal pc,,us,l e pierce cal,,,cal e l pc pierce,,17,0,5,0,l,0,1,0
S2-298761341,"Lewis, Fog1eman & Lambert LLP","57 THOMAS STREET, PORTLAND, ME",US,lewis fog1eman and lambert llp,57 thomas street portland me,us,lewis fog1eman and lambert,57 thomas street portland me,57,and fog1eman lambert lewis llp,57 me portland street thomas,30,28,5,5,l,0,0,0
S2-829598251,Vishal & Sons Private,"NO. 28 PSIXL-3RD FLOOR, NEWTOWN ROAD, UNIT NO. 305, PO RAJARHAT GOPALPUR, KOLKATA, KOLKATA, পশ্চিমবঙ্গ",India,vishal and sons private,no 28 psixl 3rd floor newtown road unit no 305 po rajarhat gopalpur kolkata kolkata পশ্চিমবঙ্গ,india,vishal and sons private,no 28 psixl 3rd floor newtown road unit no 305 po rajarhat gopalpur kolkata kolkata পশ্চিমবঙ্গ,28 3 305,and private sons vishal,28 305 3rd floor gopalpur kolkata kolkata newtown no no po psixl rajarhat road unit পশ্চিমবঙ্গ,23,94,4,16,v,0,0,0
S2-800014563,FO India Limited,"6-4, CENTRAL ROAD, ANANDOLOKE SODEPUR, KOLKATA, পশ্চিমবঙ্গ",India,fo india limited,6 4 central road anandoloke sodepur kolkata পশ্চিমবঙ্গ,india,fo india,6 4 central road anandoloke sodepur kolkata পশ্চিমবঙ্গ,6 4,fo india limited,4 6 anandoloke central kolkata road sodepur পশ্চিমবঙ্গ,16,54,3,8,f,0,0,0
S2-67505679,Fortune Private Limited Center,"West Bengal, NO 22 PRINCE ANWAR SHAH ROAD, MERLIN OXFORD, KOLKATA, KOLKATA",India,fortune private limited center,west bengal no 22 prince anwar shah road merlin oxford kolkata kolkata,india,fortune center,west bengal no 22 prince anwar shah road merlin oxford kolkata kolkata,22,center fortune limited private,22 anwar bengal kolkata kolkata merlin no oxford prince road shah west,30,70,4,12,f,0,0,0
S2-586376607,FH Bleihroeder,"1157-1161 HAMILTON RD, PARK HILLS, KY",US,fh bleihroeder,1157 1161 hamilton rd park hills ky,us,fh bleihroeder,1157 1161 hamilton road park hills ky,1157 1161,bleihroeder fh,1157 1161 hamilton hills ky park road,14,37,2,7,f,0,0,0
S2-284019526,INCORPORATED 3-POINT,"7920 EAST FREEWAY, HOUSTON, TX",US,incorporated 3 point,7920 east freeway houston tx,us,3 point,7920 east freeway houston tx,7920,3 incorporated point,7920 east freeway houston tx,20,28,3,5,3,0,0,0
S2-571714424,lochravengolden.com,"15-A TREEWAY COURT, LOCH RAVEN, MD",US,lochravengolden com,15 a treeway court loch raven md,us,lochravengolden com,15 a treeway court loch raven md,15,com lochravengolden,15 a court loch md raven treeway,19,32,2,7,l,0,0,0
