source1_entity_id,matched_entity_id,label,name_ratio,name_token_set_ratio,name_token_sort_ratio,core_name_ratio,address_ratio,address_token_set_ratio,address_number_match,country_match,name_exact_match,core_name_exact_match,address_exact_match
S1-553124417,S3-610655558,0,0.17391304347826086,0.17391304347826092,0.17391304347826086,0.2666666666666667,0.30000000000000004,0.3,0.0,0.0,0.0,0.0,0.0
S1-240092515,S2-91150407,0,0.16666666666666663,0.1666666666666667,0.16666666666666663,0.16666666666666663,0.17142857142857137,0.17142857142857137,0.0,0.0,0.0,0.0,0.0
S1-858675276,S3-347995049,0,0.11428571428571432,0.11428571428571431,0.11428571428571432,0.10526315789473684,0.125,0.125,0.0,0.0,0.0,0.0,0.0
S1-595435034,S3-53586,0,0.09523809523809523,0.09523809523809518,0.09523809523809523,0.0,0.09999999999999998,0.15,0.0,0.0,0.0,0.0,0.0
S1-881085447,S3-674634085,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-54369027,S3-663947302,0,0.0,0.0,0.0,0.0,0.08333333333333337,0.08571428571428569,0.0,0.0,0.0,0.0,0.0
S1-151757572,S3-871530847,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-578417233,S3-766150583,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-529910908,S2-828388778,0,0.16666666666666663,0.1666666666666667,0.16666666666666663,0.19999999999999996,0.19999999999999996,0.2,0.0,0.0,0.0,0.0,0.0
S1-552143211,S2-601382361,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-297604972,S3-952693237,0,0.33333333333333337,0.33333333333333326,0.33333333333333337,0.33333333333333337,0.09999999999999998,0.1,0.0,0.0,0.0,0.0,0.0
S1-502327830,S2-492444908,0,0.19999999999999996,0.2,0.19999999999999996,0.2727272727272727,0.08108108108108103,0.08955223880597017,0.0,0.0,0.0,0.0,0.0
S1-466868735,S3-518065887,0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,0.0
S1-54708064,S3-297060203,0,0.17647058823529416,0.17647058823529405,0.17647058823529416,0.19999999999999996,0.09677419354838712,0.09677419354838705,0.0,0.0,0.0,0.0,0.0
S1-576524149,S2-1618286,0,0.11764705882352944,0.11764705882352942,0.11764705882352944,0.11764705882352944,0.11111111111111116,0.11111111111111115,0.0,0.0,0.0,0.0,0.0
S1-338253242,S3-331228654,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-694918510,S3-992272382,0,0.09523809523809523,0.09523809523809518,0.09523809523809523,0.09523809523809523,0.0821917808219178,0.08219178082191775,0.0,0.0,0.0,0.0,0.0
S1-348128308,S2-830962638,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-431520472,S3-727177202,0,0.08333333333333337,0.08333333333333329,0.08333333333333337,0.09999999999999998,0.0888888888888889,0.11111111111111115,0.0,0.0,0.0,0.0,0.0
S1-688651016,S3-877272240,0,0.18181818181818177,0.18181818181818188,0.18181818181818177,0.18181818181818177,0.11764705882352944,0.0784313725490196,0.0,0.0,0.0,0.0,0.0
S1-302889789,S2-778565144,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-356955847,S2-812058343,0,0.19999999999999996,0.2,0.19999999999999996,0.19999999999999996,0.1428571428571429,0.1428571428571429,0.0,0.0,0.0,0.0,0.0
S1-823349040,S3-94966201,0,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.1333333333333333,0.08695652173913049,0.08695652173913046,0.0,0.0,0.0,0.0,0.0
S1-852153789,S2-290064703,0,0.04761904761904767,0.04761904761904759,0.04761904761904767,0.05263157894736848,0.16216216216216217,0.16216216216216212,0.0,0.0,0.0,0.0,0.0
S1-443684341,S2-818687100,0,0.0888888888888889,0.13333333333333328,0.1333333333333333,0.13793103448275867,0.0625,0.07058823529411767,0.0,0.0,0.0,0.0,0.0
S1-688983753,S2-884291634,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-596836883,S3-913436639,0,0.08333333333333337,0.09090909090909094,0.08333333333333337,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-872410329,S2-641029746,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-655364223,S3-782458144,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-551225152,S3-125077607,0,0.125,0.125,0.125,0.1428571428571429,0.14634146341463417,0.1463414634146342,0.0,0.0,0.0,0.0,0.0
S1-838300057,S2-980776434,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-221318939,S2-573105704,0,0.0,0.0,0.0,0.0,0.18181818181818177,0.18181818181818188,0.0,0.0,0.0,0.0,0.0
S1-121463661,S2-945339512,0,0.1333333333333333,0.13333333333333328,0.1333333333333333,0.14814814814814814,0.10526315789473684,0.10526315789473685,0.0,0.0,0.0,0.0,0.0
S1-367987484,S2-639604597,0,0.26086956521739135,0.26086956521739124,0.26086956521739135,0.26086956521739135,0.125,0.125,0.0,0.0,0.0,0.0,0.0
S1-731773909,S3-291259881,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-769968859,S2-616006383,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-232431755,S2-588551697,0,0.16216216216216217,0.17142857142857137,0.16216216216216217,0.16216216216216217,0.07999999999999996,0.08,0.0,0.0,0.0,0.0,0.0
S1-899281168,S2-169478949,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-323491438,S3-102249854,0,0.0,0.0,0.0,0.0,0.08510638297872342,0.08510638297872347,0.0,0.0,0.0,0.0,0.0
S1-809308505,S3-279776999,0,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.08333333333333337,0.06060606060606062,0.0,0.0,0.0,0.0,0.0
S1-366907803,S3-621343316,0,0.07999999999999996,0.08,0.07999999999999996,0.07999999999999996,0.11764705882352944,0.11764705882352942,0.0,0.0,0.0,0.0,0.0
S1-140661520,S3-22837986,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-141851477,S3-422844384,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-952506745,S3-999774797,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-758391186,S3-622916815,0,0.17391304347826086,0.17391304347826092,0.17391304347826086,0.17391304347826086,0.13953488372093026,0.1395348837209302,0.0,0.0,0.0,0.0,0.0
S1-890009542,S2-932187797,1,0.19047619047619047,0.19047619047619052,0.19047619047619047,0.23529411764705888,0.19999999999999996,0.13333333333333328,0.0,0.0,0.0,0.0,0.0
S1-19014404,S2-260436994,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-832334513,S2-85078632,0,0.09523809523809523,0.09523809523809518,0.09523809523809523,0.11764705882352944,0.2142857142857143,0.1428571428571429,0.0,0.0,0.0,0.0,0.0
S1-939747300,S2-920231686,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-521085574,S3-67467882,0,0.07692307692307687,0.07692307692307693,0.07692307692307687,0.11111111111111116,0.11428571428571432,0.11428571428571431,0.0,0.0,0.0,0.0,0.0
S1-660385214,S3-886844617,0,0.15384615384615385,0.2,0.15384615384615385,0.18181818181818177,0.13953488372093026,0.1395348837209302,0.0,0.0,0.0,0.0,0.0
S1-479770995,S3-215945496,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-297604972,S3-400492722,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-735662824,S3-156366015,0,0.24,0.26086956521739124,0.24,0.24,0.15000000000000002,0.1,0.0,0.0,0.0,0.0,0.0
S1-288558502,S2-12437319,0,0.14814814814814814,0.14814814814814808,0.14814814814814814,0.18181818181818177,0.08823529411764708,0.0882352941176471,0.0,0.0,0.0,0.0,0.0
S1-858804375,S2-628925789,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.125,0.125,0.0,0.0,0.0,0.0,0.0
S1-676076217,S2-891950002,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.06666666666666665,0.06666666666666671,0.0,0.0,0.0,0.0,0.0
S1-31990384,S3-326912212,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-453381844,S3-173349405,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-683125254,S2-978502533,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-849587884,S2-561971801,0,0.08695652173913049,0.08695652173913046,0.08695652173913049,0.08695652173913049,0.17647058823529416,0.17647058823529405,0.0,0.0,0.0,0.0,0.0
S1-152605010,S2-935206742,0,0.11764705882352944,0.11764705882352942,0.11764705882352944,0.13953488372093026,0.06451612903225812,0.06451612903225808,0.0,0.0,0.0,0.0,0.0
S1-519010080,S2-8841494,0,0.07407407407407407,0.07407407407407404,0.07407407407407407,0.10526315789473684,0.09090909090909094,0.09090909090909094,0.0,0.0,0.0,0.0,0.0
S1-382170397,S3-278443037,0,0.1081081081081081,0.10810810810810807,0.1081081081081081,0.16000000000000003,0.09677419354838712,0.09677419354838705,0.0,0.0,0.0,0.0,0.0
S1-941800527,S3-125983031,0,0.125,0.125,0.125,0.16666666666666663,0.1333333333333333,0.13333333333333328,0.0,0.0,0.0,0.0,0.0
S1-913573536,S2-529933432,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-234806124,S3-808325073,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-478572633,S3-907702702,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-155500781,S2-105022173,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-580758552,S2-472923957,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.09090909090909094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-509915091,S2-986061691,0,0.09523809523809523,0.09523809523809518,0.09523809523809523,0.09523809523809523,0.07792207792207795,0.0779220779220779,0.0,0.0,0.0,0.0,0.0
S1-387523031,S3-646074237,0,0.19999999999999996,0.2,0.19999999999999996,0.19999999999999996,0.11111111111111116,0.11111111111111115,0.0,0.0,0.0,0.0,0.0
S1-968466038,S2-88404845,0,0.25,0.25,0.25,0.375,0.05128205128205132,0.08219178082191775,0.0,0.0,0.0,0.0,0.0
S1-440873323,S3-317410340,0,0.19047619047619047,0.19047619047619052,0.19047619047619047,0.19047619047619047,0.13636363636363635,0.1363636363636364,0.0,0.0,0.0,0.0,0.0
S1-161275078,S2-590885672,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-456318790,S2-64373652,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-566265142,S3-974132047,0,0.0,0.0,0.0,0.0,0.08695652173913049,0.08695652173913046,0.0,0.0,0.0,0.0,0.0
S1-593715295,S3-951789484,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-591062600,S2-170048686,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-828704609,S2-350085149,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-289543301,S3-721626775,0,0.125,0.125,0.125,0.125,0.13043478260869568,0.13043478260869562,0.0,0.0,0.0,0.0,0.0
S1-127142348,S2-426752796,0,0.0,0.0,0.0,0.0,0.08450704225352113,0.08695652173913046,0.0,0.0,0.0,0.0,0.0
S1-20981376,S2-10371526,0,0.0,0.0,0.0,0.0,0.08333333333333337,0.08333333333333329,0.0,0.0,0.0,0.0,0.0
S1-943660367,S2-134640727,0,0.04651162790697672,0.05714285714285708,0.04651162790697672,0.07407407407407407,0.12765957446808507,0.08510638297872347,0.0,0.0,0.0,0.0,0.0
S1-27188964,S3-482451136,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-268511842,S2-253709551,0,0.2068965517241379,0.20689655172413793,0.2068965517241379,0.19047619047619047,0.16666666666666663,0.12903225806451615,0.0,0.0,0.0,0.0,0.0
S1-182298055,S3-465281387,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-979707775,S3-955504995,0,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.07999999999999996,0.08,0.0,0.0,0.0,0.0,0.0
S1-37962566,S3-275135772,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-512932810,S2-157942677,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-317371624,S2-876512549,0,0.1333333333333333,0.13333333333333328,0.1333333333333333,0.15384615384615385,0.05263157894736848,0.052631578947368356,0.0,0.0,0.0,0.0,0.0
S1-711034252,S3-803675521,0,0.23076923076923073,0.15384615384615385,0.15384615384615385,0.2727272727272727,0.09090909090909094,0.09090909090909094,0.0,0.0,0.0,0.0,0.0
S1-114222889,S3-749113592,0,0.12903225806451613,0.12903225806451615,0.12903225806451613,0.12903225806451613,0.04705882352941182,0.04819277108433738,0.0,0.0,0.0,0.0,0.0
S1-323491438,S3-355574022,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-692086080,S3-788443888,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-491494335,S3-71120281,0,0.0,0.0,0.0,0.0,0.1578947368421053,0.10526315789473685,0.0,0.0,0.0,0.0,0.0
S1-796884666,S3-905693781,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-540191810,S2-660115510,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-424134461,S3-864274346,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-670661881,S3-994170788,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-638848187,S2-193652635,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-799415899,S2-609895919,0,0.05882352941176472,0.058823529411764636,0.05882352941176472,0.11111111111111116,0.08450704225352113,0.08450704225352113,0.0,0.0,0.0,0.0,0.0
S1-473633141,S3-187881783,0,0.09999999999999998,0.1,0.09999999999999998,0.09999999999999998,0.15000000000000002,0.15,0.0,0.0,0.0,0.0,0.0
S1-436508509,S2-718728015,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-800724793,S3-393188460,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-108268197,S2-708659521,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-238318582,S2-100154652,0,0.05555555555555558,0.05555555555555557,0.05555555555555558,0.05555555555555558,0.07407407407407407,0.0789473684210526,0.0,0.0,0.0,0.0,0.0
S1-157773062,S2-846373688,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-655149743,S2-897537054,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-536812139,S2-615985802,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-367678985,S3-148990151,0,0.11764705882352944,0.17647058823529405,0.17647058823529416,0.2222222222222222,0.1333333333333333,0.13333333333333328,0.0,0.0,0.0,0.0,0.0
S1-193253873,S2-572915599,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-174741837,S3-41665352,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-334614789,S3-448942798,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-266801071,S3-278076830,0,0.1333333333333333,0.13333333333333328,0.1333333333333333,0.15384615384615385,0.13043478260869568,0.13043478260869562,0.0,0.0,0.0,0.0,0.0
S1-957128444,S3-12064888,0,0.10526315789473684,0.10526315789473685,0.10526315789473684,0.10526315789473684,0.17142857142857137,0.17142857142857137,0.0,0.0,0.0,0.0,0.0
S1-912127840,S2-719478517,0,0.0,0.0,0.0,0.0,0.08333333333333337,0.11111111111111115,0.0,0.0,0.0,0.0,0.0
S1-434030218,S3-238617082,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-524020885,S3-664160884,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.1071428571428571,0.10714285714285708,0.0,0.0,0.0,0.0,0.0
S1-119061997,S3-51277207,0,0.1578947368421053,0.1578947368421052,0.1578947368421053,0.19999999999999996,0.11538461538461542,0.1428571428571429,0.0,0.0,0.0,0.0,0.0
S1-768123944,S2-102040411,0,0.0,0.0,0.0,0.0,0.2068965517241379,0.20689655172413793,0.0,0.0,0.0,0.0,0.0
S1-645307597,S3-910549766,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-888035243,S2-990288349,0,0.06060606060606055,0.06060606060606062,0.06060606060606055,0.07999999999999996,0.10526315789473684,0.10526315789473685,0.0,0.0,0.0,0.0,0.0
S1-320123642,S3-783632803,0,0.15384615384615385,0.2307692307692308,0.23076923076923073,0.2222222222222222,0.07594936708860756,0.08955223880597017,0.0,0.0,0.0,0.0,0.0
S1-862536717,S3-86524778,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-685432733,S2-122340578,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-120113559,S3-870017173,0,0.12121212121212122,0.12121212121212124,0.12121212121212122,0.23529411764705888,0.06666666666666665,0.06666666666666671,0.0,0.0,0.0,0.0,0.0
S1-437883821,S3-538995310,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-738438735,S2-130639814,0,0.1333333333333333,0.13333333333333328,0.1333333333333333,0.18181818181818177,0.10256410256410253,0.10256410256410263,0.0,0.0,0.0,0.0,0.0
S1-327709825,S3-353608667,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-543767180,S3-177019372,0,0.14814814814814814,0.14814814814814808,0.14814814814814814,0.10526315789473684,0.1428571428571429,0.1428571428571429,0.0,0.0,0.0,0.0,0.0
S1-625110277,S2-579529534,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-470473415,S3-88246697,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-115475729,S3-618092266,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-21341007,S3-167632060,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-888306619,S3-630457504,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-19796088,S3-111378720,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-957070732,S2-899178557,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-797166827,S3-822857753,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.3529411764705882,0.08695652173913049,0.08695652173913046,0.0,0.0,0.0,0.0,0.0
S1-697320029,S2-156451683,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-697332200,S2-913383201,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-608737221,S2-748044572,0,0.30000000000000004,0.3,0.30000000000000004,0.3529411764705882,0.18181818181818177,0.18181818181818188,0.0,0.0,0.0,0.0,0.0
S1-863807793,S3-926848012,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-98260078,S2-207334096,0,0.17391304347826086,0.17391304347826092,0.17391304347826086,0.19999999999999996,0.1333333333333333,0.13333333333333328,0.0,0.0,0.0,0.0,0.0
S1-377231647,S3-765228300,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-325411627,S2-889481571,0,0.16216216216216217,0.16,0.16216216216216217,0.1875,0.125,0.1875,0.0,0.0,0.0,0.0,0.0
S1-794145024,S2-51477351,0,0.08695652173913049,0.1578947368421052,0.13043478260869568,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-437770461,S2-106776842,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-385974340,S3-924802021,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-908973514,S2-694640229,0,0.0,0.0,0.0,0.0,0.07317073170731703,0.07317073170731703,0.0,0.0,0.0,0.0,0.0
S1-180435945,S2-333060453,0,0.16000000000000003,0.16,0.16000000000000003,0.19047619047619047,0.05555555555555558,0.05555555555555557,0.0,0.0,0.0,0.0,0.0
S1-901640603,S3-419078273,0,0.07407407407407407,0.07407407407407404,0.07407407407407407,0.08695652173913049,0.14634146341463417,0.12121212121212124,0.0,0.0,0.0,0.0,0.0
S1-947692241,S2-902692809,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-58235594,S2-433784280,0,0.24,0.24,0.24,0.24,0.19999999999999996,0.2,0.0,0.0,0.0,0.0,0.0
S1-574271583,S3-865951173,0,0.0,0.0,0.0,0.0,0.10909090909090914,0.10909090909090907,0.0,0.0,0.0,0.0,0.0
S1-678605455,S3-441951257,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-96053980,S3-879228212,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-55519814,S2-650216158,0,0.17647058823529416,0.1875,0.17647058823529416,0.17647058823529416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S1-845548340,S3-378968188,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-316102921,S3-355278217,0,0.2222222222222222,0.2222222222222223,0.2222222222222222,0.2727272727272727,0.09756097560975607,0.09756097560975605,0.0,0.0,0.0,0.0,0.0
S1-800724793,S2-107888981,0,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.36363636363636365,0.06896551724137934,0.06896551724137936,0.0,0.0,0.0,0.0,0.0
S1-852215682,S2-377328328,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-445947748,S3-903324282,0,0.16666666666666663,0.1666666666666667,0.16666666666666663,0.16666666666666663,0.13793103448275867,0.13793103448275856,0.0,0.0,0.0,0.0,0.0
S1-255124288,S3-539734537,0,0.05555555555555558,0.05555555555555557,0.05555555555555558,0.0,0.15000000000000002,0.15,0.0,0.0,0.0,0.0,0.0
S1-849274176,S3-168674505,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
S1-726866778,S3-209530614,0,0.1578947368421053,0.2222222222222223,0.1578947368421053,0.1578947368421053,0.09999999999999998,0.1,0.0,0.0,0.0,0.0,0.0
S1-486307963,S3-164935039,0,0.0,0.0,0.0,0.0,0.09999999999999998,0.06666666666666671,0.0,0.0,0.0,0.0,0.0
S1-283128413,S3-784871445,0,0.09999999999999998,0.1,0.09999999999999998,0.11111111111111116,0.12765957446808507,0.08510638297872347,0.0,0.0,0.0,0.0,0.0
S1-561869467,S2-673054837,0,0.1578947368421053,0.1578947368421052,0.1578947368421053,0.23076923076923073,0.09756097560975607,0.09756097560975605,0.0,0.0,0.0,0.0,0.0
S1-474994525,S3-547080249,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
